date,post num,post per,cpi,isi,open,low,high,amount,money,close
2017/3/2,1,2,3,4,5,6,7,8,9,10
2017/3/3,1,2,3,4,5,6,7,8,9,10
2017/3/6,1,2,3,4,5,6,7,8,9,10
2017/3/7,1,2,3,4,5,6,7,8,9,10
2017/3/8,1,2,3,4,5,6,7,8,9,10
2017/3/9,1,2,3,4,5,6,7,8,9,10
2017/3/10,1,2,3,4,5,6,7,8,9,10
2017/3/13,1,2,3,4,5,6,7,8,9,10
2017/3/14,1,2,3,4,5,6,7,8,9,10
2017/3/15,1,2,3,4,5,6,7,8,9,10
2017/3/16,1,2,3,4,5,6,7,8,9,10
2017/3/17,1,2,3,4,5,6,7,8,9,10
2017/3/20,1,2,3,4,5,6,7,8,9,10
2017/3/21,1,2,3,4,5,6,7,8,9,10
2017/3/22,1,2,3,4,5,6,7,8,9,10
2017/3/23,1,2,3,4,5,6,7,8,9,10
2017/3/24,1,2,3,4,5,6,7,8,9,10
2017/3/27,1,2,3,4,5,6,7,8,9,10
2017/3/28,1,2,3,4,5,6,7,8,9,10
2017/3/29,1,2,3,4,5,6,7,8,9,10
2017/3/30,1,2,3,4,5,6,7,8,9,10
2017/3/31,1,2,3,4,5,6,7,8,9,10
2017/4/5,1,2,3,4,5,6,7,8,9,10
2017/4/6,1,2,3,4,5,6,7,8,9,10
2017/4/7,1,2,3,4,5,6,7,8,9,10
2017/4/10,1,2,3,4,5,6,7,8,9,10
2017/4/11,1,2,3,4,5,6,7,8,9,10
2017/4/12,1,2,3,4,5,6,7,8,9,10
2017/4/13,1,2,3,4,5,6,7,8,9,10
2017/4/14,1,2,3,4,5,6,7,8,9,10
2017/4/17,1,2,3,4,5,6,7,8,9,10
2017/4/18,1,2,3,4,5,6,7,8,9,10
2017/4/19,1,2,3,4,5,6,7,8,9,10
2017/4/20,1,2,3,4,5,6,7,8,9,10
2017/4/21,1,2,3,4,5,6,7,8,9,10
2017/4/24,1,2,3,4,5,6,7,8,9,10
2017/4/25,1,2,3,4,5,6,7,8,9,10
2017/4/26,1,2,3,4,5,6,7,8,9,10
2017/4/27,1,2,3,4,5,6,7,8,9,10
2017/4/28,1,2,3,4,5,6,7,8,9,10
2017/5/2,1,2,3,4,5,6,7,8,9,10
2017/5/3,1,2,3,4,5,6,7,8,9,10
2017/5/4,1,2,3,4,5,6,7,8,9,10
2017/5/5,1,2,3,4,5,6,7,8,9,10
2017/5/8,1,2,3,4,5,6,7,8,9,10
2017/5/9,1,2,3,4,5,6,7,8,9,10
2017/5/10,1,2,3,4,5,6,7,8,9,10
2017/5/11,1,2,3,4,5,6,7,8,9,10
2017/5/12,1,2,3,4,5,6,7,8,9,10
2017/5/15,1,2,3,4,5,6,7,8,9,10
2017/5/16,1,2,3,4,5,6,7,8,9,10
2017/5/17,1,2,3,4,5,6,7,8,9,10
2017/5/18,1,2,3,4,5,6,7,8,9,10
2017/5/19,1,2,3,4,5,6,7,8,9,10
2017/5/22,1,2,3,4,5,6,7,8,9,10
2017/5/23,1,2,3,4,5,6,7,8,9,10
2017/5/24,1,2,3,4,5,6,7,8,9,10
2017/5/25,1,2,3,4,5,6,7,8,9,10
2017/5/26,1,2,3,4,5,6,7,8,9,10
2017/5/31,1,2,3,4,5,6,7,8,9,10
2017/6/1,1,2,3,4,5,6,7,8,9,10
2017/6/2,1,2,3,4,5,6,7,8,9,10
2017/6/5,1,2,3,4,5,6,7,8,9,10
2017/6/6,1,2,3,4,5,6,7,8,9,10
2017/6/7,1,2,3,4,5,6,7,8,9,10
2017/6/8,1,2,3,4,5,6,7,8,9,10
2017/6/9,1,2,3,4,5,6,7,8,9,10
2017/6/12,1,2,3,4,5,6,7,8,9,10
2017/6/13,1,2,3,4,5,6,7,8,9,10
2017/6/14,1,2,3,4,5,6,7,8,9,10
2017/6/15,1,2,3,4,5,6,7,8,9,10
2017/6/16,1,2,3,4,5,6,7,8,9,10
2017/6/19,1,2,3,4,5,6,7,8,9,10
2017/6/20,1,2,3,4,5,6,7,8,9,10
2017/6/21,1,2,3,4,5,6,7,8,9,10
2017/6/22,1,2,3,4,5,6,7,8,9,10
2017/6/23,1,2,3,4,5,6,7,8,9,10
2017/6/26,1,2,3,4,5,6,7,8,9,10
2017/6/27,1,2,3,4,5,6,7,8,9,10
2017/6/28,1,2,3,4,5,6,7,8,9,10
2017/6/29,1,2,3,4,5,6,7,8,9,10
2017/6/30,1,2,3,4,5,6,7,8,9,10
2017/7/3,1,2,3,4,5,6,7,8,9,10
2017/7/4,1,2,3,4,5,6,7,8,9,10
2017/7/5,1,2,3,4,5,6,7,8,9,10
2017/7/6,1,2,3,4,5,6,7,8,9,10
2017/7/7,1,2,3,4,5,6,7,8,9,10
2017/7/10,1,2,3,4,5,6,7,8,9,10
2017/7/11,1,2,3,4,5,6,7,8,9,10
2017/7/12,1,2,3,4,5,6,7,8,9,10
2017/7/13,1,2,3,4,5,6,7,8,9,10
2017/7/14,1,2,3,4,5,6,7,8,9,10
2017/7/17,1,2,3,4,5,6,7,8,9,10
2017/7/18,1,2,3,4,5,6,7,8,9,10
2017/7/19,1,2,3,4,5,6,7,8,9,10
2017/7/20,1,2,3,4,5,6,7,8,9,10
2017/7/21,1,2,3,4,5,6,7,8,9,10
2017/7/24,1,2,3,4,5,6,7,8,9,10
2017/7/25,1,2,3,4,5,6,7,8,9,10
2017/7/26,1,2,3,4,5,6,7,8,9,10
2017/7/27,1,2,3,4,5,6,7,8,9,10
2017/7/28,1,2,3,4,5,6,7,8,9,10
2017/7/31,1,2,3,4,5,6,7,8,9,10
2017/8/1,1,2,3,4,5,6,7,8,9,10
2017/8/2,1,2,3,4,5,6,7,8,9,10
2017/8/3,1,2,3,4,5,6,7,8,9,10
2017/8/4,1,2,3,4,5,6,7,8,9,10
2017/8/7,1,2,3,4,5,6,7,8,9,10
2017/8/8,1,2,3,4,5,6,7,8,9,10
2017/8/9,1,2,3,4,5,6,7,8,9,10
2017/8/10,1,2,3,4,5,6,7,8,9,10
2017/8/11,1,2,3,4,5,6,7,8,9,10
2017/8/14,1,2,3,4,5,6,7,8,9,10
2017/8/15,1,2,3,4,5,6,7,8,9,10
2017/8/16,1,2,3,4,5,6,7,8,9,10
2017/8/17,1,2,3,4,5,6,7,8,9,10
2017/8/18,1,2,3,4,5,6,7,8,9,10
2017/8/21,1,2,3,4,5,6,7,8,9,10
2017/8/22,1,2,3,4,5,6,7,8,9,10
2017/8/23,1,2,3,4,5,6,7,8,9,10
2017/8/24,1,2,3,4,5,6,7,8,9,10
2017/8/25,1,2,3,4,5,6,7,8,9,10
2017/8/28,1,2,3,4,5,6,7,8,9,10
2017/8/29,1,2,3,4,5,6,7,8,9,10
2017/8/30,1,2,3,4,5,6,7,8,9,10
2017/8/31,1,2,3,4,5,6,7,8,9,10
2017/9/1,1,2,3,4,5,6,7,8,9,10
2017/9/4,1,2,3,4,5,6,7,8,9,10
2017/9/5,1,2,3,4,5,6,7,8,9,10
2017/9/6,1,2,3,4,5,6,7,8,9,10
2017/9/7,1,2,3,4,5,6,7,8,9,10
2017/9/8,1,2,3,4,5,6,7,8,9,10
2017/9/11,1,2,3,4,5,6,7,8,9,10
2017/9/12,1,2,3,4,5,6,7,8,9,10
2017/9/13,1,2,3,4,5,6,7,8,9,10
2017/9/14,1,2,3,4,5,6,7,8,9,10
2017/9/15,1,2,3,4,5,6,7,8,9,10
2017/9/18,1,2,3,4,5,6,7,8,9,10
2017/9/19,1,2,3,4,5,6,7,8,9,10
2017/9/20,1,2,3,4,5,6,7,8,9,10
2017/9/21,1,2,3,4,5,6,7,8,9,10
2017/9/22,1,2,3,4,5,6,7,8,9,10
2017/9/25,1,2,3,4,5,6,7,8,9,10
2017/9/26,1,2,3,4,5,6,7,8,9,10
2017/9/27,1,2,3,4,5,6,7,8,9,10
2017/9/28,1,2,3,4,5,6,7,8,9,10
2017/9/29,1,2,3,4,5,6,7,8,9,10
2017/10/9,1,2,3,4,5,6,7,8,9,10
2017/10/10,1,2,3,4,5,6,7,8,9,10
2017/10/11,1,2,3,4,5,6,7,8,9,10
2017/10/12,1,2,3,4,5,6,7,8,9,10
2017/10/13,1,2,3,4,5,6,7,8,9,10
2017/10/16,1,2,3,4,5,6,7,8,9,10
2017/10/17,1,2,3,4,5,6,7,8,9,10
2017/10/18,1,2,3,4,5,6,7,8,9,10
2017/10/19,1,2,3,4,5,6,7,8,9,10
2017/10/20,1,2,3,4,5,6,7,8,9,10
2017/10/23,1,2,3,4,5,6,7,8,9,10
2017/10/24,1,2,3,4,5,6,7,8,9,10
2017/10/25,1,2,3,4,5,6,7,8,9,10
2017/10/26,1,2,3,4,5,6,7,8,9,10
2017/10/27,1,2,3,4,5,6,7,8,9,10
2017/10/30,1,2,3,4,5,6,7,8,9,10
2017/10/31,1,2,3,4,5,6,7,8,9,10
2017/11/1,1,2,3,4,5,6,7,8,9,10
2017/11/2,1,2,3,4,5,6,7,8,9,10
2017/11/3,1,2,3,4,5,6,7,8,9,10
2017/11/6,1,2,3,4,5,6,7,8,9,10
2017/11/7,1,2,3,4,5,6,7,8,9,10
2017/11/8,1,2,3,4,5,6,7,8,9,10
2017/11/9,1,2,3,4,5,6,7,8,9,10
2017/11/10,1,2,3,4,5,6,7,8,9,10
2017/11/13,1,2,3,4,5,6,7,8,9,10
2017/11/14,1,2,3,4,5,6,7,8,9,10
2017/11/15,1,2,3,4,5,6,7,8,9,10
2017/11/16,1,2,3,4,5,6,7,8,9,10
2017/11/17,1,2,3,4,5,6,7,8,9,10
2017/11/20,1,2,3,4,5,6,7,8,9,10
2017/11/21,1,2,3,4,5,6,7,8,9,10
2017/11/22,1,2,3,4,5,6,7,8,9,10
2017/11/23,1,2,3,4,5,6,7,8,9,10
2017/11/24,1,2,3,4,5,6,7,8,9,10
2017/11/27,1,2,3,4,5,6,7,8,9,10
2017/11/28,1,2,3,4,5,6,7,8,9,10
2017/11/29,1,2,3,4,5,6,7,8,9,10
2017/11/30,1,2,3,4,5,6,7,8,9,10
2017/12/1,1,2,3,4,5,6,7,8,9,10
2017/12/4,1,2,3,4,5,6,7,8,9,10
2017/12/5,1,2,3,4,5,6,7,8,9,10
2017/12/6,1,2,3,4,5,6,7,8,9,10
2017/12/7,1,2,3,4,5,6,7,8,9,10
2017/12/8,1,2,3,4,5,6,7,8,9,10
2017/12/11,1,2,3,4,5,6,7,8,9,10
2017/12/12,1,2,3,4,5,6,7,8,9,10
2017/12/13,1,2,3,4,5,6,7,8,9,10
2017/12/14,1,2,3,4,5,6,7,8,9,10
2017/12/15,1,2,3,4,5,6,7,8,9,10
2017/12/18,1,2,3,4,5,6,7,8,9,10
2017/12/19,1,2,3,4,5,6,7,8,9,10
2017/12/20,1,2,3,4,5,6,7,8,9,10
2017/12/21,1,2,3,4,5,6,7,8,9,10
2017/12/22,1,2,3,4,5,6,7,8,9,10
2017/12/25,1,2,3,4,5,6,7,8,9,10
2017/12/26,1,2,3,4,5,6,7,8,9,10
2017/12/27,1,2,3,4,5,6,7,8,9,10
2017/12/28,1,2,3,4,5,6,7,8,9,10
2017/12/29,1,2,3,4,5,6,7,8,9,10
2018/1/2,1,2,3,4,5,6,7,8,9,10
2018/1/3,1,2,3,4,5,6,7,8,9,10
2018/1/4,1,2,3,4,5,6,7,8,9,10
2018/1/5,1,2,3,4,5,6,7,8,9,10
2018/1/8,1,2,3,4,5,6,7,8,9,10
2018/1/9,1,2,3,4,5,6,7,8,9,10
2018/1/10,1,2,3,4,5,6,7,8,9,10
2018/1/11,1,2,3,4,5,6,7,8,9,10
2018/1/12,1,2,3,4,5,6,7,8,9,10
2018/1/15,1,2,3,4,5,6,7,8,9,10
2018/1/16,1,2,3,4,5,6,7,8,9,10
2018/1/17,1,2,3,4,5,6,7,8,9,10
2018/1/18,1,2,3,4,5,6,7,8,9,10
2018/1/19,1,2,3,4,5,6,7,8,9,10
2018/1/22,1,2,3,4,5,6,7,8,9,10
2018/1/23,1,2,3,4,5,6,7,8,9,10
2018/1/24,1,2,3,4,5,6,7,8,9,10
2018/1/25,1,2,3,4,5,6,7,8,9,10
2018/1/26,1,2,3,4,5,6,7,8,9,10
2018/1/29,1,2,3,4,5,6,7,8,9,10
2018/1/30,1,2,3,4,5,6,7,8,9,10
2018/1/31,1,2,3,4,5,6,7,8,9,10
2018/2/1,1,2,3,4,5,6,7,8,9,10
2018/2/2,1,2,3,4,5,6,7,8,9,10
2018/2/5,1,2,3,4,5,6,7,8,9,10
2018/2/6,1,2,3,4,5,6,7,8,9,10
2018/2/7,1,2,3,4,5,6,7,8,9,10
2018/2/8,1,2,3,4,5,6,7,8,9,10
2018/2/9,1,2,3,4,5,6,7,8,9,10
2018/2/12,1,2,3,4,5,6,7,8,9,10
2018/2/13,1,2,3,4,5,6,7,8,9,10
2018/2/14,1,2,3,4,5,6,7,8,9,10
2018/2/22,1,2,3,4,5,6,7,8,9,10
2018/2/23,1,2,3,4,5,6,7,8,9,10
2018/2/26,1,2,3,4,5,6,7,8,9,10
2018/2/27,1,2,3,4,5,6,7,8,9,10
2018/2/28,1,2,3,4,5,6,7,8,9,10
2018/3/1,1,2,3,4,5,6,7,8,9,10
2018/3/2,1,2,3,4,5,6,7,8,9,10
2018/3/5,1,2,3,4,5,6,7,8,9,10
2018/3/6,1,2,3,4,5,6,7,8,9,10
2018/3/7,1,2,3,4,5,6,7,8,9,10
2018/3/8,1,2,3,4,5,6,7,8,9,10
2018/3/9,1,2,3,4,5,6,7,8,9,10
2018/3/12,1,2,3,4,5,6,7,8,9,10
2018/3/13,1,2,3,4,5,6,7,8,9,10
2018/3/14,1,2,3,4,5,6,7,8,9,10
2018/3/15,1,2,3,4,5,6,7,8,9,10
2018/3/16,1,2,3,4,5,6,7,8,9,10
2018/3/19,1,2,3,4,5,6,7,8,9,10
2018/3/20,1,2,3,4,5,6,7,8,9,10
2018/3/21,1,2,3,4,5,6,7,8,9,10
2018/3/22,1,2,3,4,5,6,7,8,9,10
2018/3/23,1,2,3,4,5,6,7,8,9,10
2018/3/26,1,2,3,4,5,6,7,8,9,10
2018/3/27,1,2,3,4,5,6,7,8,9,10
2018/3/28,1,2,3,4,5,6,7,8,9,10
2018/3/29,1,2,3,4,5,6,7,8,9,10
2018/3/30,1,2,3,4,5,6,7,8,9,10
2018/4/2,1,2,3,4,5,6,7,8,9,10
2018/4/3,1,2,3,4,5,6,7,8,9,10
2018/4/4,1,2,3,4,5,6,7,8,9,10
2018/4/9,1,2,3,4,5,6,7,8,9,10
2018/4/10,1,2,3,4,5,6,7,8,9,10
2018/4/11,1,2,3,4,5,6,7,8,9,10
2018/4/12,1,2,3,4,5,6,7,8,9,10
2018/4/13,1,2,3,4,5,6,7,8,9,10
2018/4/16,1,2,3,4,5,6,7,8,9,10
2018/4/17,1,2,3,4,5,6,7,8,9,10
2018/4/18,1,2,3,4,5,6,7,8,9,10
2018/4/19,1,2,3,4,5,6,7,8,9,10
2018/4/20,1,2,3,4,5,6,7,8,9,10
2018/4/23,1,2,3,4,5,6,7,8,9,10
2018/4/24,1,2,3,4,5,6,7,8,9,10
2018/4/25,1,2,3,4,5,6,7,8,9,10
2018/4/26,1,2,3,4,5,6,7,8,9,10
2018/4/27,1,2,3,4,5,6,7,8,9,10
2018/5/2,1,2,3,4,5,6,7,8,9,10
2018/5/3,1,2,3,4,5,6,7,8,9,10
2018/5/4,1,2,3,4,5,6,7,8,9,10
2018/5/7,1,2,3,4,5,6,7,8,9,10
2018/5/8,1,2,3,4,5,6,7,8,9,10
2018/5/9,1,2,3,4,5,6,7,8,9,10
2018/5/10,1,2,3,4,5,6,7,8,9,10
2018/5/11,1,2,3,4,5,6,7,8,9,10
2018/5/14,1,2,3,4,5,6,7,8,9,10
2018/5/15,1,2,3,4,5,6,7,8,9,10
2018/5/16,1,2,3,4,5,6,7,8,9,10
2018/5/17,1,2,3,4,5,6,7,8,9,10
2018/5/18,1,2,3,4,5,6,7,8,9,10
2018/5/21,1,2,3,4,5,6,7,8,9,10
2018/5/22,1,2,3,4,5,6,7,8,9,10
2018/5/23,1,2,3,4,5,6,7,8,9,10
2018/5/24,1,2,3,4,5,6,7,8,9,10
2018/5/25,1,2,3,4,5,6,7,8,9,10
2018/5/28,1,2,3,4,5,6,7,8,9,10
2018/5/29,1,2,3,4,5,6,7,8,9,10
2018/5/30,1,2,3,4,5,6,7,8,9,10
2018/5/31,1,2,3,4,5,6,7,8,9,10
2018/6/1,1,2,3,4,5,6,7,8,9,10
2018/6/4,1,2,3,4,5,6,7,8,9,10
2018/6/5,1,2,3,4,5,6,7,8,9,10
2018/6/6,1,2,3,4,5,6,7,8,9,10
2018/6/7,1,2,3,4,5,6,7,8,9,10
2018/6/8,1,2,3,4,5,6,7,8,9,10
2018/6/11,1,2,3,4,5,6,7,8,9,10
2018/6/12,1,2,3,4,5,6,7,8,9,10
2018/6/13,1,2,3,4,5,6,7,8,9,10
2018/6/14,1,2,3,4,5,6,7,8,9,10
2018/6/15,1,2,3,4,5,6,7,8,9,10
2018/6/19,1,2,3,4,5,6,7,8,9,10
2018/6/20,1,2,3,4,5,6,7,8,9,10
2018/6/21,1,2,3,4,5,6,7,8,9,10
2018/6/22,1,2,3,4,5,6,7,8,9,10
2018/6/25,1,2,3,4,5,6,7,8,9,10
2018/6/26,1,2,3,4,5,6,7,8,9,10
2018/6/27,1,2,3,4,5,6,7,8,9,10
2018/6/28,1,2,3,4,5,6,7,8,9,10
2018/6/29,1,2,3,4,5,6,7,8,9,10
2018/7/2,1,2,3,4,5,6,7,8,9,10
2018/7/3,1,2,3,4,5,6,7,8,9,10
2018/7/4,1,2,3,4,5,6,7,8,9,10
2018/7/5,1,2,3,4,5,6,7,8,9,10
2018/7/6,1,2,3,4,5,6,7,8,9,10
2018/7/9,1,2,3,4,5,6,7,8,9,10
2018/7/10,1,2,3,4,5,6,7,8,9,10
2018/7/11,1,2,3,4,5,6,7,8,9,10
2018/7/12,1,2,3,4,5,6,7,8,9,10
2018/7/13,1,2,3,4,5,6,7,8,9,10
2018/7/16,1,2,3,4,5,6,7,8,9,10
2018/7/17,1,2,3,4,5,6,7,8,9,10
2018/7/18,1,2,3,4,5,6,7,8,9,10
2018/7/19,1,2,3,4,5,6,7,8,9,10
2018/7/20,1,2,3,4,5,6,7,8,9,10
2018/7/23,1,2,3,4,5,6,7,8,9,10
2018/7/24,1,2,3,4,5,6,7,8,9,10
2018/7/25,1,2,3,4,5,6,7,8,9,10
2018/7/26,1,2,3,4,5,6,7,8,9,10
2018/7/27,1,2,3,4,5,6,7,8,9,10
2018/7/30,1,2,3,4,5,6,7,8,9,10
2018/7/31,1,2,3,4,5,6,7,8,9,10
2018/8/1,1,2,3,4,5,6,7,8,9,10
2018/8/2,1,2,3,4,5,6,7,8,9,10
2018/8/3,1,2,3,4,5,6,7,8,9,10
2018/8/6,1,2,3,4,5,6,7,8,9,10
2018/8/7,1,2,3,4,5,6,7,8,9,10
2018/8/8,1,2,3,4,5,6,7,8,9,10
2018/8/9,1,2,3,4,5,6,7,8,9,10
2018/8/10,1,2,3,4,5,6,7,8,9,10
2018/8/13,1,2,3,4,5,6,7,8,9,10
2018/8/14,1,2,3,4,5,6,7,8,9,10
2018/8/15,1,2,3,4,5,6,7,8,9,10
2018/8/16,1,2,3,4,5,6,7,8,9,10
2018/8/17,1,2,3,4,5,6,7,8,9,10
2018/8/20,1,2,3,4,5,6,7,8,9,10
2018/8/21,1,2,3,4,5,6,7,8,9,10
2018/8/22,1,2,3,4,5,6,7,8,9,10
2018/8/23,1,2,3,4,5,6,7,8,9,10
2018/8/24,1,2,3,4,5,6,7,8,9,10
2018/8/27,1,2,3,4,5,6,7,8,9,10
2018/8/28,1,2,3,4,5,6,7,8,9,10
2018/8/29,1,2,3,4,5,6,7,8,9,10
2018/8/30,1,2,3,4,5,6,7,8,9,10
2018/8/31,1,2,3,4,5,6,7,8,9,10
2018/9/3,1,2,3,4,5,6,7,8,9,10
2018/9/4,1,2,3,4,5,6,7,8,9,10
2018/9/5,1,2,3,4,5,6,7,8,9,10
2018/9/6,1,2,3,4,5,6,7,8,9,10
2018/9/7,1,2,3,4,5,6,7,8,9,10
2018/9/10,1,2,3,4,5,6,7,8,9,10
2018/9/11,1,2,3,4,5,6,7,8,9,10
2018/9/12,1,2,3,4,5,6,7,8,9,10
2018/9/13,1,2,3,4,5,6,7,8,9,10
2018/9/14,1,2,3,4,5,6,7,8,9,10
2018/9/17,1,2,3,4,5,6,7,8,9,10
2018/9/18,1,2,3,4,5,6,7,8,9,10
2018/9/19,1,2,3,4,5,6,7,8,9,10
2018/9/20,1,2,3,4,5,6,7,8,9,10
2018/9/21,1,2,3,4,5,6,7,8,9,10
2018/9/25,1,2,3,4,5,6,7,8,9,10
